lieu;titre;adresse;ville;code_postal;code_insee
mediatheque musicale de paris (mmp);narration concert : un piano pour les acores | francisco de lacerda, compositeur portugais en france au debut du xxe siecle;8 porte saint eustache;paris;75001;75101
parc des buttes-chaumont;visite : les paysages au parc des buttes-chaumont;place armand carrel a l'entree principale du parc;paris;75019;75119
leonard:paris;festival building beyond 2022;6 place du colonel bourgoin;paris;75012;75112
bibliotheque sorbier;l'amicale des insectes : atelier de sensibilisation ecologique;17 rue sorbier;paris;75020;75120
le 6b;un dimanche au 6b special claquettes sans chaussettes !;6-10 quai de seine;saint-denis;93200;
le cube;le football du futur!;20 cours st vincent;issy-les- moulineaux;92130;92040
lycee jacques-decour;nuit portugaise;12 avenue trudaine;paris;75009;75109
pavillon de l'arsenal;les ressources du grand paris sublimees au pavillon de l'arsenal;21 boulevard morland;paris;75004;75104
square jules verne;bibliotheque hors les murs;19 rue jules verne;paris;75011;75111
supersonic;clamm en concert au supersonic;9 rue biscornet;paris;75012;75112
square leon-frapie;paris sport dimanches : square leon frapier;5 rue noisy-le-sec;paris;75020;75120
theatre bobino;raphael mezrahi dans le cadre du festival d'humour de paris;14-20 rue de la gaite;paris;75014;75114
new morning;moktar gania & gnawa soul;9 rue des petites ecuries;paris;75010;75110
l'alimentation generale;muevelo ! reggaeton duro;64 rue jean-pierre timbaud;paris;75011;75111
espace frans krajcberg;"exposition ""desormais"", de rodrigo bueno";21 av. du maine;paris;75015;75115
square yvette-chauvire (ex-de la place du commerce);concert wonderbrass;18, place du commerce;paris;75015;75115
bibliotheque germaine tillion;du palais a la bibliotheque : invitation a une histoire de la mode;6 rue du commandant schloesing;paris;75016;
square saint-lambert;bibliotheque hors les murs au square saint-lambert;2 rue jean-formige;paris;75015;75115
theatre grand point virgule;festival grand 8 : les etudiants sur le devant de la scene;8 bis rue de l'arrivee;paris;75015;75115
mediatheque francoise sagan;les sorcieres de l'orient;8 rue leon schwartzenberg;paris;75010;75110
espace des fabriques;exposition ubiquite;70 rue jean-pierre timbaud;paris;75011;75111
musee de montmartre;atelier de jardinage potager de balcon;12 rue cortot;paris;75018;75118
mediatheque violette leduc;les ateliers de conversation en francais, c'est maintenant !;18 rue faidherbe;paris;75011;75111
le carreau du temple;laffadissement du merveilleux  catherine gaudet;2 rue perree;paris;75003;75103
jardin21;open air avec le label deux mesures;12/a rue ella fitzgerald;paris;75019;75119
centre culturel irlandais;visite de la bibliotheque patrimoniale;5 rue des irlandais;paris;75005;75105
le monfort theatre;le dur desir de durer;parc georges brassens, 106 rue brancion;paris;75015;75115
ground control;atelier creatif avec l'association le reseau mom'artre;81 rue du charolais;paris;75012;75112
association images & mots;fais ton cinema ! stages video ados 11-17ans;13 allee arnaud beltrame;paris;75003;75103
les douches la galerie;ray k. metzker, sculpteur de lumiere;5, rue legouve;paris;75010;75110
bibliotheque claire bretecher (ex-lancry);animation jeux video;11 rue de lancry;paris;75010;75110
la tete des trains;programme 3: 18eme edition du festival des nouveaux cinemas;6 rue de la mairie;tousson;77123;77485
la tete des trains;programme 3: 18eme edition du festival des nouveaux cinemas;6 rue de la mairie;tousson;77123;77339
la tete des trains;programme 3: 18eme edition du festival des nouveaux cinemas;6 rue de la mairie;tousson;77123;77471
la recyclerie;dejeuner suspendu avec cecile guegen et baptiste napoli;83 boulevard ornano;paris;75018;75118
institut des cultures d'islam (ici);initiation a l'apiculture : les ruches d'ici;56 rue stephenson;paris;75018;75118
le baiser sale;concert : crafting quintet;58 rue des lombards;paris;75001;75101
non renseigne;les lieux de jeux;non renseigne;non renseigne;75000;
lavoir moderne parisien;banquet culturel de la rue leon #3;35 rue leon;paris;75018;75118
lycee jacques-decour;laoutesyeuxseposent  johanny bert;12 avenue trudaine;paris;75009;75109
grilles du parc des buttes-chaumont;les etudiants honorent la culture ukrainienne en affiches;place armand carrel;paris;75019;75119
mediatheque francoise sagan;projection les mysteres de paris;8 rue leon schwartzenberg;paris;75010;75110
mediatheque francoise sagan;les ateliers crea'clics - fabriquer un hologramme;8 rue leon schwartzenberg;paris;75010;75110
pavillon de l'eau;oceans et mers plastifies;77 avenue de versailles;paris;75016;
auditorium de radio france;tchaikovski, concerto pour piano - montero / mallwitz;116 avenue du president kennedy;paris;75016;
theatre de la ville - abbesses;elisabeth gets her way;31 rue des abbesses;paris;75018;75118
non renseigne;les mordus du manga 2021-2022;non renseigne;non renseigne;75000;
eglise de la madeleine;visite de paris en trottinette et chasse au tresor !;place de la madeleine;paris;75008;75108
petit bain;human impact + guest;7 port de la gare;paris;75013;75113
cite des sciences et de l'industrie;expo  banquet  a la cite des sciences et de l'industrie;30 avenue corentin-cariou;paris;75019;75119
bibliotheque andree chedid;club a livre ouvert;36 rue emeriau;paris;75015;75115
mediatheque de la canopee la fontaine;puzzle participatif;10 passage de la canopee;paris;75001;75101
domaine national de saint-cloud;rock en seine 2022;1 av. de la grille d'honneur;clichy;92210;92064
la gaite lyrique;aurae  sabrina ratte : exposition-experience a la gaite lyrique;3bis rue papin;paris;75003;75103
theatre bobino;les coquettes & friends dans le cadre du festival d'humour de paris;14-20 rue de la gaite;paris;75014;75114
museum national d'histoire naturel;stage de dessin animalier au museum national d'histoire naturel.;57, rue cuvier;paris;75005;75105
musee du louvre;stage de dessin : l'anatomie humaine;rue de rivoli;paris;75001;75101
bibliotheque des litteratures policieres bilipo;le recit criminel arabe;48-50 rue du cardinal lemoine;paris;75005;75105
mediatheque de la canopee la fontaine;atelier de conversation en lsf;10 passage de la canopee;paris;75001;75101
philharmonie de paris;cheffes et chefs de legende et d'aujourd'hui / les musiciennes cheffes dorchestre : nathalie stutzmann, barbara hannigan, emmanuelle haim...;221 avenue jean jaures;paris;75019;75119
theatre 14;au theatre 14 :  la derniere bande  mise en scene jacques osinski;20, avenue marc sangnier;paris;75014;75114
le bal blomet;the amazing key band - west side story au bal blomet;33 rue blomet;paris;75015;75115
institut des cultures d'islam;bal populaire avec reicha souare,  reine du soul mandingue  a l'institut des cultures d'islam;19, rue leon;paris;75018;75118
non renseigne;les secrets du quartier mouffetard  visite mystique et insolite;non renseigne;non renseigne;75000;
supersonic;satisfaction / la nuit twist & rock du supersonic;9 rue biscornet;paris;75012;75112
supersonic;une soiree 100% 80's au supersonic;9 rue biscornet;paris;75012;75112
philharmonie de paris;dans les coulisses de la production d'un opera;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;romeo et juliette dhector berlioz;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;concert : love stories;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;johannes maria staud en concert a la philharmonie;221 avenue jean jaures;paris;75019;75119
athenee theatre louis jouvet;'oh johnny' de liora jaccottet;5 square de l'opera louis jouvet;paris;75009;75109
supersonic;fatamorgana  denuit / supersonic (free entry);9 rue biscornet;paris;75012;75112
l'institut du monde arabe;exposition;1 rue des fosses-saint-bernard;paris;75005;75105
bibliotheque robert sabatier;l'etagere du oh : un rendez-vous pour partager vos lectures et sorties culture;29 rue hermel;paris;75018;75118
theatre 14;universite populaire du theatre 14 : rencontre avec denis lavant;20, avenue marc sangnier;paris;75014;75114
mediatheque jean-pierre melville;initiation aux services de google;79 rue nationale;paris;75013;75113
le mouffetard, theatre des arts de la marionnette;2022 scenes ouvertes a l'insolite;73 rue mouffetard;paris;75005;75105
memorial de la shoah;"cinema en plein air : ""le voyage de fanny"" de lola doillon";17 rue geoffroy l'asnier;paris;75004;75104
eglise sainte-elisabeth de hongrie;arias baroques airs pour farinelli;195 rue du temple;paris;75003;75103
philharmonie de paris;cheffes et chefs de legende et d'aujourd'hui / pierre boulez;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;opera et politique / lopera, une entreprise liberaliste;221 avenue jean jaures;paris;75019;75119
la gaite lyrique;les sans pages #atelier;3 bis rue papin;paris;75003;75103
le baiser sale;jam session tom ibarra;58 rue des lombards;paris;75001;75101
gymnase federation;hand 4 elles;16 bis rue de la federation;paris;75015;75115
la gaite lyrique;agoravers #atelier;3 bis rue papin;paris;75003;75103
forum des halles;paris mon coeur : un jeu de piste en plein air a paris;4 rue du cinema;paris;75001;75101
les polinsons;bienvenue chez les polinsons !;92 avenue du general de gaulle;la garenne colombes;92250;92035
le baiser sale;thierry maillard trio moog project  private jok ;58 rue des lombards;paris;75001;75101
bibliotheque sorbier;geocaching dans le 20e;17 rue sorbier;paris;75020;75120
philharmonie de paris;exposition revolutions xenakis;221 av. jean jaures;paris;75019;75119
musee guimet;larc et le sabre, imaginaire guerrier du japon;6, place diena;paris;75016;
maif social club;"exposition ""prendre la tangente""";37 rue de turenne;paris;75003;75103
la gaite lyrique;bon voyage organisation;3 bis rue papin;paris;75003;75103
theatre michel;spectacle : arletty, arrive a paris;38 rue des mathurins;paris;75008;75108
lodeon - scene musicale de tremblay;bassajam family show;1 place du bicentenaire de la revolution francaise;tremblay-en-france;93290;93073
sunset & sunside;"charlotte reinhardt ""colors""";60 rue des lombards;paris;75001;75101
musee de montmartre;atelier jardinage zero dechet en ville;12 rue cortot;paris;75018;75118
supersonic;they're gonna be big #4: the rills  hallan  jaws the shark;9 rue biscornet;paris;75012;75112
supersonic;eleven pond  ask the light / supersonic;9 rue biscornet;paris;75012;75112
bibliotheque rainer maria rilke;festival quartier du livre, lecture et atelier creatif !;88 ter boulevard de port-royal;paris;75005;75105
square petit;bibliotheques hors les murs 2022 - bibliotheque crimee;25-31 rue petit;paris;75019;75119
le dome  de paris;l'heritage goldman;34 boulevard victor;paris;75015;75115
3615 croisiere;3615 croisiere - saison 3 - vol 16;2 quai saint-bernard;paris;75005;75105
non renseigne;votre saison culturelle 1er semestre 2022;non renseigne;non renseigne;75000;
centre lgbtqi+ paris ile de france;mes vies sur grindr;63 rue beaubourg;paris;75003;75103
le 360 paris music factory;henri dikongue;32 rue myrha;paris;75018;75118
theatre 13 - bibliotheque; libre arbitre , la feminite en question au theatre 13;30 rue du chevaleret;paris;75013;75113
le hasard ludique;magon + special friend;128 avenue de saint-ouen;paris;75018;75118
philharmonie de paris;spectacle en famille - la directrice de theatre avec l'orchestre de chambre de paris;221 avenue jean jaures;paris;75019;75119
le hasard ludique;juicy;128 avenue de saint-ouen;paris;75018;75118
les trois baudets;melie fraisse + maeva kane;64 boulevard de clichy;paris;75018;75118
bibliotheque glaciere - marina tsvetaieva;contes girafons;132 rue de la glaciere;paris;75013;75113
maison paris nature;a la decouverte des lichens;parc floral de paris;paris;75012;75112
non renseigne;les visites-promenades tactiles et descriptives;non renseigne;non renseigne;75000;
le point fort d'aubervilliers;karaib fest';174 avenue jean jaures;aubervilliers;93300;93001
non renseigne; photographie et intimite  - les masterclasses de la mep;non renseigne;non renseigne;75000;
non renseigne;les visites-promenades amplifiees;non renseigne;non renseigne;75000;
parc floral de paris;les nocturnes du parc floral;route de la pyramide;paris;75012;75112
mediatheque jean-pierre melville;rencontre : regards croises sur le cyclisme;79 rue nationale;paris;75013;75113
mediatheque jean-pierre melville;"spectacle : ""vestiaire""";79 rue nationale;paris;75013;75113
parc floral de paris;coccolite;route de la pyramide;paris;75012;75112
non renseigne;cap sur la marne : la grande aventure;non renseigne;non renseigne;75000;
carreau du temple;stage d'afrodancehall;2, rue perree;paris;75003;75103
crypte archeologique de l'ile de la cite;visite de la crypte archeologique et de l'exposition notre dame;place jean-paul ii;paris;75004;75104
l'alimentation generale;blue jay et housecall (dj set);64 rue jean-pierre timbaud;paris;75011;75111
bibliotheque batignolles;les differences sont-elles un obstacle pour se comprendre ?;18 rue des batignolles;paris;75017;75117
jardin21;reouverture du jardin21, friche culturelle et vegetale;12/a rue ella fitzgerald;paris;75019;75119
le bal blomet;isabelle georges  cabaret !;33 rue blomet;paris;75015;75115
le bal blomet;saxo voce et jean-yves fourmeau;33 rue blomet;paris;75015;75115
institut des cultures d'islam;atelier artistique enfants : decode-decore;19, rue leon;paris;75018;75118
institut des cultures d'islam;soiree de courts-metrages  terre dombres  &  constellation de la rouguiere ;19, rue leon;paris;75018;75118
philharmonie de paris;le groupe americain sfjazz collective en concert a la philharmonie;221 avenue jean jaures;paris;75019;75119
pont d'iena;la parisienne 2022;pont d'iena;paris;75116;75116
l'international;automatic + guests;5 rue moret;paris;75011;75111
theatre ouvert;les nuits enceintes;159 avenue gambetta;paris;75020;75120
sunset & sunside;jeremy pelt, wayne escoffery et cie;60 rue des lombards;paris;75001;75101
sunset & sunside;catia werneck quartet;60 rue des lombards;paris;75001;75101
